Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
greater accra,accra metropolitan,kaneshie market clinic,clinic,kaneshie,private,5.56684,-0.2374
greater accra,accra metropolitan,kaneshie polyclinic,polyclinic,kaneshie,government,5.57446,-0.23074
greater accra,accra metropolitan,kaneshie school clinic,clinic,kaneshie,government,5.57281,-0.23295
greater accra,accra metropolitan,karikari brobbey hospital,hospital,agege (agege road -karikari area),private,5.53092,-0.26149
greater accra,dangme east,kasseh health centre,health centre,kasseh,government,5.89665,0.52294
greater accra,accra metropolitan,keep smiling clinic,clinic,mamprobi (opposite mtyr uganda),private,5.53292,-0.23732
greater accra,accra metropolitan,king david hospital,hospital,kotobabi,private,5.59277,-0.20588
greater accra,ga east,kokrobite chps,chps,kokrobite,government,5.50209,-0.37027
greater accra,ga west,kokrobite community clinic,clinic,kokrobite,government,5.50179,-0.37017
greater accra,accra metropolitan,korle-bu polyclinic,polyclinic,korle-bu,government,5.580728,-0.210467
greater accra,accra metropolitan,korle-bu teaching hospital,teaching hospital,korle-bu,private,5.53719,-0.2266
greater accra,ga east,korle-gonno polyclinic,polyclinic,korle-bu,government,5.53736,-0.22312
greater accra,accra metropolitan,kpeshie sub metro health directorate,district health directorate,la,government,5.55538,-0.16657
greater accra,accra metropolitan,kumorji hospital,hospital,cantoments,private,5.57419,-0.18263
greater accra,accra metropolitan,la general hospital,hospital,la,government,5.55538,-0.16657
greater accra,accra metropolitan,labadi road dental clinic,clinic,osu,private,5.55265,-0.17742
greater accra,accra metropolitan,lagoon clinic,clinic,chemuna (chorkor),private,5.52568,-0.25025
greater accra,tema metropolitan,lagoon clinic,clinic,tema community 1,private,5.64767,-0.00154
greater accra,accra metropolitan,lagoon clinic & maternity home,maternity home,mpoase (off glefe rd),private,5.52397,-0.26406
greater accra,accra metropolitan,lakeside clinic,hospital,tesano,private,5.5923,-0.23136
greater accra,accra metropolitan,lapaz community clinic,hospital,abaka lapas,private,5.60851,-0.25349
greater accra,accra metropolitan,laura's maternity home & clinic,maternity home,darkuman,private,5.58704,-0.24794
greater accra,tema metropolitan,leister medical centre,clinic,spintex road,private,5.61916,-0.1461
greater accra,accra metropolitan,link road hospital,hospital,lartebiokorshie,private,5.54944,-0.24093
greater accra,tema metropolitan,lube oil clinic,clinic,tema heavy industrial town,quasi-government,5.65042,0.00836
greater accra,accra metropolitan,maamobi polyclinic,polyclinic,maamobi,government,5.59184,-0.19929
greater accra,accra metropolitan,mega care clinic (annex),clinic,abossey okai,private,5.55952,-0.23308
greater accra,accra metropolitan,liha medical clinic,clinic,east legon (before america house road),private,5.64174,-0.16071
greater accra,accra metropolitan,maabs dental clinic,clinic,osu,private,5.55982,-0.17441
greater accra,accra metropolitan,megavest medical centre,hospital,north kaneshie,private,5.59342,-0.24423
greater accra,tema metropolitan,lebanon clinic,clinic,ashaiman,private,5.68791,-0.03049
greater accra,accra metropolitan,lession clinic,clinic,nima,private,5.58208,-0.20114
greater accra,accra metropolitan,limb fitting centre,others,tema station (near lotteries),government,5.5485,-0.19999
greater accra,accra metropolitan,mab medicare centre,hospital,nyamekye (darkuman),private,5.59958,-0.25417
greater accra,ga east,madina rch clinic (near market),clinic,madina (old road),government,5.6788,-0.16751
greater accra,accra metropolitan,larkai medical centre,clinic,nima (near police station),private,5.576,-0.19972
greater accra,accra metropolitan,life line clinic,clinic,nima 441 (area near bridge),private,5.5882,-0.19478
greater accra,accra metropolitan,living clinic & laboratory,clinic,agbogbloshie,chag,5.55032,-0.2167
greater accra,ga west,lizzie matternity home & clinic,maternity home,ofankor,private,5.65484,-0.27076
greater accra,ga east,madina central clinic,clinic,madina (old road),private,5.66759,-0.16516
greater accra,accra metropolitan,makola government clinic,clinic,makola,government,5.54857,-0.20599
greater accra,accra metropolitan,makola plaza clinic,clinic,makola,private,5.54672,-0.20603
greater accra,accra metropolitan,mallam atta market clinic,clinic,mallam atta,government,5.57872,-0.20832
greater accra,ga west,mallam demonstration clinic,clinic,mallam,government,5.57781,-0.29942
greater accra,accra metropolitan,mamprobi polyclinic,polyclinic,mamprobi,government,5.53807,-0.24556
greater accra,ga west,mamprobi school dental clinic,clinic,mamprobi (salvation army schls),government,5.54138,-0.24118
greater accra,tema metropolitan,manko clinic,clinic,tema fishing habour,private,5.64503,0.0132
greater accra,accra metropolitan,manna mission hospital,hospital,teshie,chag,5.60706,-0.10872
greater accra,ga west,margo maternity home,maternity home,jei krodua,private,5.64608,-0.49304
greater accra,accra metropolitan,martin memorial hospital,hospital,dzorwulu,private,5.61023,-0.20448
greater accra,ga west,mary's clinic,clinic,chorkor (behind police station),private,5.528,-0.23733
greater accra,accra metropolitan,may day clinic,clinic,lartebiokorshie,private,5.54985,-0.24674
greater accra,accra metropolitan,may day clinic,clinic,agbogbloshie,private,5.55142,-0.21931
greater accra,accra metropolitan,may fair clinic,clinic,lartebiokoshie,private,5.54628,-0.24244
greater accra,accra metropolitan,may's ear nose & throat clinic,clinic,lartebiokorshie (nkrumah flats),private,5.54734,-0.23324
greater accra,accra metropolitan,medifem hospital,hospital,dzorwulu,private,5.61284,-0.20209
greater accra,ga west,mega care clinic,clinic,north kaneshie,private,5.58913,-0.26083
greater accra,accra metropolitan,mercedarian clinic,clinic,osu,private,5.55526,-0.18007
greater accra,accra metropolitan,midway clinic ltd,hospital,abofu (achimota),private,5.61731,-0.22646
greater accra,accra metropolitan,korle-bu midwifery training school,training institution,korle-bu,government,5.53972,-0.23044
greater accra,ga east,mighty clinic,clinic,madina (near market),private,5.6816,-0.16645
greater accra,ga east,modern atomic clinic,hospital,atomic road,private,5.66743,-0.20819
greater accra,ga east,mother love health care cantre,maternity home,adenta,private,5.71726,-0.16644
greater accra,accra metropolitan,mother's pride clinic & maternity home,maternity home,mamprobi (off juncion before salvation army),private,5.54216,-0.24507
greater accra,accra metropolitan,motorway clinic,hospital,abeka lapas,private,5.60616,-0.25137
greater accra,accra metropolitan,mt sinai clinic,clinic,nyamekye (darkuman),private,5.60126,-0.25719
greater accra,accra metropolitan,n m's dental clinic,clinic,dzorwulu (junction),private,5.60828,-0.20689
greater accra,accra metropolitan,mercy clinic,hospital,mataheko,private,5.56431,-0.24764
greater accra,accra metropolitan,mercy maternity home & clinic,maternity home,agege (glefe near largoon),private,5.52609,-0.27449
greater accra,tema metropolitan,meridian clinic,clinic,tema community 1,private,5.64543,-0.0072
greater accra,accra metropolitan,mission clinic,clinic,caprice (near carprice hotel),private,5.58282,-0.21575
greater accra,tema metropolitan,narh bita hospital,hospital,tema community 4,private,5.65793,-0.01062
greater accra,tema metropolitan,dziram eye clinic,clinic,baatsona,private,5.65793,-0.01062
greater accra,tema metropolitan,greehouse clinic and diagnostic centre,clinic,spintex road,private,5.65793,-0.01062
greater accra,tema metropolitan,narh bita nursing training school,training institution,tema community 4,private,5.65793,-0.01062
greater accra,ga west,nashwell clinic,clinic,gbawe,private,5.5772,-0.28721
greater accra,accra metropolitan,national cold room,others,korle-bu,government,5.53797,-0.23342
greater accra,accra metropolitan,nelleville clinic,clinic,nungua,private,5.59389,-0.08789
greater accra,tema metropolitan,nelmax clinic,clinic,lashibi community 20,private,5.65273,-0.06999
greater accra,tema metropolitan,nestle clinic,clinic,tema,quasi-government,5.67518,-0.00305
greater accra,accra metropolitan,new achimota clinic,hospital,new achimota (mile 7),private,5.6293,-0.24781
greater accra,accra metropolitan,new cross clinic,clinic,nima,private,5.58234,-0.1994
greater accra,tema metropolitan,new crystal clinic,clinic,ashaiman,private,5.68671,-0.03317
greater accra,tema metropolitan,new edem maternity home,maternity home,ashaiman (nii amui park {manannanyo},private,5.69924,-0.03531
greater accra,accra metropolitan,new town clinic,clinic,new town (nkasan-djan junction),private,5.59122,-0.20621
greater accra,accra metropolitan,new town school dental clinic,clinic,new town ( school compound),government,5.58552,-0.21001
greater accra,accra metropolitan,new world dental clinic,clinic,asylum down,private,5.56918,-0.20248
greater accra,ga west,ngleshie amanfro community health centre,clinic,ngleshie amamfrom,government,5.53638,-0.41126
greater accra,accra metropolitan,nightingale clinic,hospital,dansoman (sahara),private,5.55031,-0.26737
greater accra,accra metropolitan,nima government clinic,clinic,nima,government,5.57771,-0.20008
greater accra,accra metropolitan,nima highway specialist clinic,clinic,nima (near gutter),private,5.59007,-0.19605
greater accra,accra metropolitan,north kaneshie maternity home,maternity home,demond (north kaneshie),private,5.58962,-0.2433
greater accra,ga west,north kwashieman clinic,clinic,north kwashieman,private,5.59432,-0.26869
greater accra,ga east,north legon hospital,hospital,north legon (off atomic energy road),private,5.66923,-0.18228
greater accra,accra metropolitan,north ridge clinic,hospital,north ridge,private,5.57275,-0.19852
greater accra,accra metropolitan,north teshie clinic & maternity home,clinic,teshie,private,5.59709,-0.10302
greater accra,tema metropolitan,nostra clinic,clinic,tema community 11,private,5.66398,-0.02705
greater accra,ga west,nsakina chps,chps,nsakina,government,5.65177,-0.32388
greater accra,accra metropolitan,nungua community clinic,clinic,nungua,government,5.5974,-0.07896
greater accra,accra metropolitan,korle-bu nurses training college,training institution,korle-bu,government,5.54027,-0.23095
greater accra,accra metropolitan,nyaho medical centre,clinic,airport residential area,private,5.61486,-0.18514
greater accra,accra metropolitan,nima clinic,clinic,nima,private,5.57412,-0.19912
greater accra,dangme west,nyigbenya clinic,chps,nugbenya,government,5.83471,0.21885
greater accra,tema metropolitan,odonkor clinic,clinic,tema community 8,private,5.66589,-0.01423
greater accra,accra metropolitan,odorna clinic,clinic,odorna (adabraka),private,5.55887,-0.21556
greater accra,tema metropolitan,okanta memorial clinic,clinic,ashaiman,private,5.68684,-0.03972
greater accra,accra metropolitan,oman clinic,clinic,kaneshie (sports complex),private,5.57508,-0.22694
greater accra,tema metropolitan,omari clinic,clinic,tema mataheko,private,5.77204,-0.00509
greater accra,accra metropolitan,omni health care,clinic,dzorwulu,private,5.61647,-0.19249
greater accra,accra metropolitan,opoku ware clinic,hospital,dansoman,private,5.56451,-0.27354
greater accra,accra metropolitan,osu government maternity home,maternity home,osu,government,5.55401,-0.18494
greater accra,dangme west,osudoku health centre,clinic,asutsuare,government,6.07519,0.19468
greater accra,ga west,osuwem community based clinic (new site),clinic,osuwem,government,6.03171,0.17526
greater accra,accra metropolitan,owusu medical centre,clinic,alajo (ask at faith medical centre for direction),private,5.59796,-0.21905
greater accra,tema metropolitan,port health,clinic,tema,government,5.63433,0.00461
greater accra,tema metropolitan,port medical centre,hospital,tema community 1,private,5.64266,0.00126
greater accra,tema metropolitan,port dental clinic,clinic,tema community 1,private,5.64266,0.00126
greater accra,tema metropolitan,nyamebetyere maternity home,maternity home,ashaiman lebanon,private,5.70281,-0.04369
greater accra,accra metropolitan,opec clinic (teshie health centre),clinic,teshie,government,5.6021,-0.11996
greater accra,accra metropolitan,nyameadom maternity clinic,maternity home,dansoman (before sahara),private,5.55206,-0.26433
greater accra,ga west,obom health centre,health centre,obom,government,5.7357,-0.43974
greater accra,ga west,oduman health centre,health centre,oduman,government,5.64171,-0.33028
greater accra,accra metropolitan,okai koi sub metro health directorate,district health directorate,kaneshie,government,5.57442,-0.23082
greater accra,dangme west,old ningo health centre (present site),health centre,old ningo,government,5.75161,0.18647
greater accra,dangme west,old ningo health centre (new site),health centre,old ningo,government,5.75161,0.18647
greater accra,dangme west,osuwem community based clinic (old site),clinic,osuwem,government,6.03666,0.17579
greater accra,tema metropolitan,oyibi health centre,health centre,oyibi,private,5.80615,-0.10773
greater accra,tema metropolitan,oyoko clinic,clinic,adenta estate,private,5.70397,-0.15236
greater accra,ga east,pantang hospital,hospital,pantang,government,5.71511,-0.18802
greater accra,ga east,pantang nurses training college,training institution,pantang,government,5.71554,-0.18749
greater accra,accra metropolitan,parliament clinic,clinic,osu,government,5.55668,-0.19011
greater accra,accra metropolitan,peace clinic,clinic,mataheko,private,5.59595,-0.24739
greater accra,dangme east,pediator kope health centre,health centre,pediator kope,government,5.82202,0.62849
greater accra,accra metropolitan,peoga maternity home,maternity home,nungua,private,5.6189,-0.08294
greater accra,accra metropolitan,pml hospital,hospital,paladium,government,5.5446,-0.21302
greater accra,accra metropolitan,police hospital,hospital,cantoments,quasi-government,5.56835,-0.18145
greater accra,accra metropolitan,ppag clinic,clinic,lartebiokoshie,ngo,5.55042,-0.24156
greater accra,dangme west,ppag dodowa,clinic,dodowa,ngo,5.8809,-0.10713
greater accra,dangme west,prampram health centre,health centre,prampram,government,5.71177,0.11002
